"Car_Name","Price","Mileage","Fuel","Gearbox","Year","Voivodeship"
"Opel Astra V 1.2 T Elegance S&S","38 500","105 000 km","Benzyna","Manualna","2022","Łódzkie"
"Opel Tigra","9 900","120 453 km","Benzyna","Manualna","2007","Mazowieckie"
"Opel Astra","45 800","156 705 km","Benzyna","Manualna","2021","Mazowieckie"
"Opel Astra V 1.5 CDTI Edition S&S","44 900","156 819 km","Diesel","Manualna","2021","Mazowieckie"
"Opel Zafira 1.4 Turbo Active","47 999","166 017 km","Benzyna","Manualna","2017","Małopolskie"
"Opel Mokka 1.2 DI Turbo Elegance","63 900","62 000 km","Benzyna","Manualna","2022","Śląskie"
"Opel Grandland","78 000","35 980 km","Benzyna","Manualna","2021","Wielkopolskie"
"Opel Astra IV 1.4 T Cosmo S&S EU6","19 800","195 910 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Vivaro L1H1 2,7t Edition","49 900","210 000 km","Diesel","Manualna","2015","Śląskie"
"Opel Insignia","49 000","175 000 km","Diesel","Manualna","2017","Mazowieckie"
"Opel Astra","15 500","223 000 km","Benzyna+LPG","Manualna","2010","Mazowieckie"
"Opel Zafira 1.4 T Enjoy EU6","46 900","181 058 km","Benzyna","Manualna","2016","Kujawsko-pomorskie"
"Opel Grandland X 1.2 Start/Stop Automatik Business Edition","61 500","86 775 km","Benzyna","Automatyczna","2019","Małopolskie"
"Opel Insignia 2.0 CDTI Sport","13 800","338 374 km","Diesel","Manualna","2008","Lubelskie"
"Opel Astra III 1.6 T Cosmo","14 900","250 000 km","Benzyna","Manualna","2009","Mazowieckie"
"Opel Mokka X 1.4 (ecoFLEX) ECOTEC Start/Stop Innovation","52 000","114 630 km","Benzyna","Manualna","2016","Małopolskie"
"Opel Corsa 1.4 Enjoy","20 500","178 019 km","Benzyna+LPG","Manualna","2015","Dolnośląskie"
"Opel Astra","28 600","153 000 km","Diesel","Manualna","2017","Lubuskie"
"Opel Corsa 1.2 Edition S&S","39 850","70 988 km","Benzyna","Manualna","2020","Śląskie"
"Opel Corsa 1.4 Enjoy","25 900","75 000 km","Benzyna","Manualna","2016","Wielkopolskie"
"Opel Astra IV 1.4 T Edition 150","12 900","214 000 km","Benzyna+LPG","Manualna","2011","Kujawsko-pomorskie"
"Opel Corsa","6 900","252 000 km","Benzyna+LPG","Manualna","2007","Śląskie"
"Opel Astra II 2.0 DTI","2 700","326 672 km","Diesel","Manualna","2003","Mazowieckie"
"Opel Mokka 1.2 T GS S&S","99 900","5 km","Benzyna","Automatyczna","2025","Małopolskie"
"Opel Corsa 1.2 GS S&S","82 900","5 km","Benzyna","Automatyczna","2025","Małopolskie"
"Opel Meriva","17 500","178 000 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Insignia 2.0 CDTI Cosmo 4x4 S&S","24 700","309 000 km","Diesel","Manualna","2011","Mazowieckie"
"Opel Astra 1.6 Edition","29 700","145 000 km","Benzyna","Manualna","2015","Śląskie"
"Opel Insignia Country Tourer 2.0 Diesel 4x4 Exclusive","63 900","97 915 km","Diesel","Manualna","2017","Dolnośląskie"
"Opel Mokka 1.6 Active S&S","54 900","63 000 km","Benzyna","Manualna","2017","Podkarpackie"
"Opel Zafira Tourer 1.6 SIDI Turbo Sport","33 900","193 000 km","Benzyna","Automatyczna","2013","Mazowieckie"
"Opel Corsa","41 900","99 850 km","Benzyna","Manualna","2022","Małopolskie"
"Opel Astra GTC 1.3 CDTI","12 900","214 667 km","Diesel","Manualna","2011","Małopolskie"
"Opel Mokka","113 790","3 km","Benzyna","Automatyczna","2025","Podkarpackie"
"Opel Grandland 1.2 mHEV Edition eDTC6","141 700","2 km","Hybryda","Automatyczna","2025","Śląskie"
"Opel Corsa 1.2 Yes 2025 S&S","76 499","0 km","Benzyna","Manualna","2025","Śląskie"
"Opel Insignia 1.5 T Elite S&S Eco","39 900","168 000 km","Benzyna","Manualna","2017","Pomorskie"
"Opel Corsa 1.7 DTI Comfort","2 300","360 000 km","Diesel","Manualna","2000","Pomorskie"
"Opel Meriva 1.4 Active","26 999","77 000 km","Benzyna","Manualna","2016","Dolnośląskie"
"Opel Insignia 2.0 CDTI Enjoy S&S","51 900","182 000 km","Diesel","Manualna","2018","Lubelskie"
"Opel Insignia 2.0 CDTI 4x4 Automatik Sport","36 950","180 686 km","Diesel","Automatyczna","2016","Kujawsko-pomorskie"
"Opel Insignia 2.0 CDTI Elegance S&S","61 800","163 000 km","Diesel","Automatyczna","2021","Śląskie"
"Opel Antara 2.2 CDTI 2x4","22 900","78 000 km","Diesel","Manualna","2011","Małopolskie"
"Opel Vectra","7 900","327 000 km","Diesel","Manualna","1997","Pomorskie"
"Opel Astra V 1.6 CDTI Enjoy","29 900","254 000 km","Diesel","Manualna","2017","Mazowieckie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX","17 999","189 599 km","Diesel","Manualna","2009","Mazowieckie"
"Opel Corsa 1.2 Edition","18 900","174 000 km","Benzyna","Manualna","2014","Śląskie"
"Opel Corsa 1.4 16V Cosmo","12 900","149 584 km","Benzyna","Manualna","2007","Śląskie"
"Opel Mokka 1.4 T Cosmo S&S 4x4","40 800","138 916 km","Benzyna","Manualna","2013","Świętokrzyskie"
"Opel Meriva 1.4 drive","13 900","138 607 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Vivaro","31 000","355 000 km","Diesel","Manualna","2010","Małopolskie"
"Opel Mokka","36 500","183 700 km","Diesel","Manualna","2015","Podlaskie"
"Opel Insignia","75 000","125 000 km","Diesel","Manualna","2022","Śląskie"
"Opel Astra 2.0 CDTI DPF ecoFLEX Start/Stop Edition Sport","24 800","155 000 km","Diesel","Manualna","2010","Podkarpackie"
"Opel Insignia 2.0 CDTI 4x4 Exclusive S&S","61 000","208 000 km","Diesel","Automatyczna","2018","Mazowieckie"
"Opel Insignia 2.0 CDTI Cosmo","19 900","222 987 km","Diesel","Manualna","2012","Małopolskie"
"Opel Astra","6 500","331 000 km","Diesel","Manualna","2010","Zachodniopomorskie"
"Opel Astra","119 900","3 167 km","Hybryda","Automatyczna","2022","Dolnośląskie"
"Opel Astra V 1.2 T Edition S&S","54 900","46 212 km","Benzyna","Manualna","2021","Dolnośląskie"
"Opel Astra 1.4 Edition","33 210","219 000 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Insignia 2.0 CDTI Exclusive S&S","48 000","180 206 km","Diesel","Automatyczna","2019","Mazowieckie"
"Opel Crossland X 1.5 Diesel Start/Stop Automatik Innovation","39 900","93 000 km","Diesel","Automatyczna","2019","Lubelskie"
"Opel Astra 1.6","11 200","72 000 km","Benzyna","Manualna","2005","Małopolskie"
"Opel Corsa 1.2 16V Edition / Active","16 500","207 500 km","Benzyna+LPG","Manualna","2014","Dolnośląskie"
"Opel Astra 1.4 Turbo ENERGY","24 900","104 900 km","Benzyna","Manualna","2014","Dolnośląskie"
"Opel Insignia","49 999","197 000 km","Diesel","Automatyczna","2018","Zachodniopomorskie"
"Opel Frontera","141 900","2 km","Elektryczny","Automatyczna","2025","Podkarpackie"
"Opel Mokka 1.4 Turbo Automatik Innovation","57 900","103 000 km","Benzyna+LPG","Automatyczna","2017","Małopolskie"
"Opel Insignia 1.6 CDTI Sports Tourer Innovation","49 900","193 000 km","Diesel","Automatyczna","2018","Pomorskie"
"Opel Astra","22 500","184 129 km","Diesel","Manualna","2015","Mazowieckie"
"Opel Corsa 1.6 Turbo OPC","47 999","116 000 km","Benzyna","Manualna","2018","Małopolskie"
"Opel Zafira 1.8 Cosmo","14 900","277 062 km","Benzyna","Manualna","2007","Łódzkie"
"Opel Mokka 1.6 CDTI ecoFLEX Start/Stop Color Innovation","37 500","129 604 km","Diesel","Manualna","2016","Warmińsko-mazurskie"
"Opel Insignia 2.0 T Edition S&S","79 900","93 940 km","Benzyna","Automatyczna","2021","Kujawsko-pomorskie"
"Opel Mokka 1.7 CDTI Cosmo S&S","34 900","220 000 km","Diesel","Manualna","2014","Małopolskie"
"Opel Adam 1.4 Black Jack Easytronic","15 300","112 970 km","Benzyna","Manualna","2019","Śląskie"
"Opel Astra","4 500","215 600 km","Benzyna","Manualna","2004","Dolnośląskie"
"Opel Corsa","6 500","280 000 km","Benzyna","Manualna","2009","Wielkopolskie"
"Opel Antara 2.0 CDTI 4x4 Edition","17 900","221 000 km","Diesel","Manualna","2007","Wielkopolskie"
"Opel Astra","4 500","336 618 km","Benzyna","Manualna","2001","Małopolskie"
"Opel Mokka 1.2 T Elegance Business Pack S&S","69 900","85 187 km","Benzyna","Automatyczna","2021","Mazowieckie"
"Opel Insignia Grand Sport 1.5 Direct InjectionTurbo Innovation","57 800","143 000 km","Benzyna","Automatyczna","2017","Lubuskie"
"Opel Corsa 1.4 Color Edition","23 900","167 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Corsa","18 400","153 036 km","Benzyna","Manualna","2013","Śląskie"
"Opel Astra","22 900","123 266 km","Benzyna","Manualna","2013","Śląskie"
"Opel Mokka 1.6 Essentia S&S","59 500","66 985 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Astra 1.6 BiTurbo CDTI Start/Stop Sports Tourer Active","34 000","126 660 km","Diesel","Manualna","2017","Wielkopolskie"
"Opel Astra 1.7 CDTI DPF Sports Tourer","13 900","299 000 km","Diesel","Manualna","2012","Wielkopolskie"
"Opel Mokka","124 100","5 km","Hybryda","Automatyczna","2025","Zachodniopomorskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Selection","19 999","266 000 km","Diesel","Manualna","2014","Dolnośląskie"
"Opel Insignia","48 000","111 679 km","Diesel","Automatyczna","2019","Lubelskie"
"Opel Astra V 1.4 T Enjoy S&S","57 900","90 000 km","Benzyna","Automatyczna","2019","Łódzkie"
"Opel Corsa","8 500","182 514 km","Benzyna","Manualna","2006","Śląskie"
"Opel Corsa","34 998","60 639 km","Benzyna","Manualna","2018","Śląskie"
"Opel Insignia","45 000","205 063 km","Diesel","Automatyczna","2018","Śląskie"
"Opel Astra V 1.4 T Enjoy S&S","42 900","148 000 km","Benzyna","Manualna","2019","Łódzkie"
"Opel Zafira","180 193","1 km","Diesel","Automatyczna","2025","Śląskie"
"Opel Meriva 1.4 ecoflex Start/Stop Innovation","23 999","174 000 km","Benzyna+LPG","Manualna","2015","Zachodniopomorskie"
"Opel Vectra 2.0 DTI Base","3 500","315 km","Diesel","Manualna","2002","Warmińsko-mazurskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop","24 000","266 000 km","Diesel","Manualna","2015","Warmińsko-mazurskie"
"Opel Astra 1.6 D (CDTI) Automatik Edition","35 500","146 000 km","Diesel","Automatyczna","2019","Opolskie"
"Opel Insignia 2.0 T GS Line S&S","84 900","77 100 km","Benzyna","Automatyczna","2021","Mazowieckie"
"Opel Meriva 1.4 T Design Edition","34 800","112 420 km","Benzyna","Manualna","2016","Podkarpackie"
"Opel Astra V 1.4 T Enjoy","37 100","116 000 km","Benzyna","Manualna","2016","Mazowieckie"
"Opel Astra V 1.4 T Enjoy S&S","46 890","121 000 km","Benzyna","Automatyczna","2018","Małopolskie"
"Opel Insignia 2.0 CDTI","22 700","182 000 km","Diesel","Manualna","2012","Małopolskie"
"Opel Insignia 1.4 Turbo Sports Tourer ecoFLEXStart/Stop Business Edition","22 500","195 000 km","Benzyna","Manualna","2011","Podkarpackie"
"Opel Corsa 1.6T OPC","28 900","196 000 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Meriva","20 900","245 147 km","Benzyna","Manualna","2014","Pomorskie"
"Opel Insignia 2.0 CDTI Edition","29 900","221 000 km","Diesel","Automatyczna","2015","Podlaskie"
"Opel Corsa 1.4 Edition","27 900","127 000 km","Benzyna","Manualna","2015","Śląskie"
"Opel Astra 1.0 Turbo Start/Stop Business","33 900","133 890 km","Benzyna","Manualna","2016","Warmińsko-mazurskie"
"Opel Zafira 1.9 CDTI Elegance","7 800","280 000 km","Diesel","Manualna","2007","Wielkopolskie"
"Opel Mokka X 1.4 Automatik Innovation","59 950","95 000 km","Benzyna","Automatyczna","2017","Lubuskie"
"Opel Astra 1.4 Enjoy","9 500","150 000 km","Benzyna","Manualna","2006","Zachodniopomorskie"
"Opel Insignia 1.5 T Elite S&S","70 000","74 700 km","Benzyna","Automatyczna","2017","Śląskie"
"Opel Zafira 1.4 T Cosmo","44 999","143 000 km","Benzyna","Manualna","2017","Podlaskie"
"Opel Astra 1.4 Turbo Sport","21 999","177 000 km","Benzyna","Manualna","2013","Podlaskie"
"Opel Mokka 1.7 CDTI Cosmo S&S","31 900","253 791 km","Diesel","Manualna","2013","Mazowieckie"
"Opel Mokka 1.6 CDTI Cosmo S&S","34 900","171 000 km","Diesel","Manualna","2016","Lubelskie"
"Opel Astra 1.4 Turbo Sports Tourer","27 900","149 000 km","Benzyna","Manualna","2014","Kujawsko-pomorskie"
"Opel Corsa 1.4 16V Graphite","14 900","148 000 km","Benzyna","Manualna","2012","Małopolskie"
"Opel Astra 1.6 CDTI Active","34 900","163 000 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Astra IV 1.7 CDTI Enjoy","17 220","218 378 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Corsa 1.2 S&S","43 900","62 000 km","Benzyna","Manualna","2023","Mazowieckie"
"Opel Antara 2.2 CDTI Cosmo","34 000","171 532 km","Diesel","Manualna","2014","Świętokrzyskie"
"Opel Astra 1.4 Turbo Design Edition","26 900","187 359 km","Benzyna","Manualna","2014","Lubelskie"
"Opel Astra 1.6 D Start/Stop Innovation","35 500","180 100 km","Diesel","Manualna","2019","Kujawsko-pomorskie"
"Opel Zafira","19 700","191 088 km","Benzyna","Manualna","2011","Zachodniopomorskie"
"Opel Meriva 1.4 ecoflex Start/Stop Innovation","28 900","62 500 km","Benzyna","Manualna","2012","Lubuskie"
"Opel Astra","24 000","151 000 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Insignia 2.0 CDTI GS Line S&S","84 870","163 000 km","Diesel","Automatyczna","2022","Kujawsko-pomorskie"
"Opel Corsa 1.2 Start/Stop","45 800","31 500 km","Benzyna","Manualna","2020","Dolnośląskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Innovation","39 900","193 573 km","Diesel","Manualna","2015","Łódzkie"
"Opel Astra IV 1.4 T Cosmo","18 300","207 000 km","Benzyna","Manualna","2011","Lubelskie"
"Opel Grandland X 1.2 Start/Stop Automatik Ultimate","63 000","69 000 km","Benzyna","Automatyczna","2020","Wielkopolskie"
"Opel Mokka 1.7 CDTI Cosmo S&S","30 900","212 000 km","Diesel","Manualna","2013","Świętokrzyskie"
"Opel Karl 1.0 Eco","25 100","66 000 km","Benzyna","Manualna","2017","Łódzkie"
"Opel Astra V 1.4 T Dynamic","41 900","155 423 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Mokka 1.4 Turbo ecoFLEX Start/Stop Color Innovation","44 900","129 267 km","Benzyna","Manualna","2015","Dolnośląskie"
"Opel Astra IV 1.4 T Essentia","22 500","220 000 km","Benzyna+LPG","Manualna","2016","Śląskie"
"Opel Grandland X 2.0 D Start/Stop Automatik Ultimate","63 900","147 000 km","Diesel","Automatyczna","2019","Wielkopolskie"
"Opel Crossland X 1.2 T 120 Lat S&S","46 000","52 393 km","Benzyna","Manualna","2019","Małopolskie"
"Opel Insignia 1.5 CDTI Business Elegance S&S","49 990","125 000 km","Diesel","Automatyczna","2021","Lubuskie"
"Opel Meriva 1.7 CDTI Cosmo","3 600","312 000 km","Diesel","Manualna","2009","Śląskie"
"Opel Insignia 2.0 CDTI Cosmo S&S","47 000","185 000 km","Diesel","Manualna","2013","Łódzkie"
"Opel Mokka X 1.4 Automatik Color Innovation","52 900","56 697 km","Benzyna","Automatyczna","2017","Małopolskie"
"Opel Antara 2.0 CDTI Automatik Edition","22 500","193 400 km","Diesel","Automatyczna","2010","Mazowieckie"
"Opel Zafira 2.0 CDTI Cosmo S&S","14 000","223 000 km","Diesel","Manualna","2016","Śląskie"
"Opel Signum","7 000","230 000 km","Diesel","Manualna","2007","Dolnośląskie"
"Opel Combo Life 1.5 CDTI S&S","37 950","237 000 km","Diesel","Manualna","2020","Wielkopolskie"
"Opel Insignia 2.0 CDTI Business Elegance S&S","89 840","71 480 km","Diesel","Automatyczna","2022","Pomorskie"
"Opel Crossland X","46 840","93 337 km","Diesel","Manualna","2020","Pomorskie"
"Opel Meriva 1.4 Active","25 500","116 700 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Zafira 1.8","13 900","154 513 km","Benzyna","Manualna","2006","Kujawsko-pomorskie"
"Opel Astra V 1.4 T Enjoy","49 900","107 775 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Astra V 1.0 T GPF Enjoy S&S","36 500","160 000 km","Benzyna","Manualna","2017","Śląskie"
"Opel Mokka 1.2 T Edition S&S","67 800","19 300 km","Benzyna","Manualna","2023","Małopolskie"
"Opel Grandland X 1.6 D Start/Stop Dynamic","52 000","202 335 km","Diesel","Manualna","2018","Opolskie"
"Opel Insignia Sports Tourer 2.0 Diesel Automatik Ultimate 120 Jahre","44 990","234 000 km","Diesel","Automatyczna","2019","Dolnośląskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX","25 000","160 000 km","Diesel","Manualna","2011","Mazowieckie"
"Opel Astra IV GTC 1.4 T Active","32 500","126 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Astra IV 1.4 T Cosmo","18 000","250 000 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Insignia 2.0 CDTI Cosmo S&S","45 900","185 000 km","Diesel","Manualna","2018","Dolnośląskie"
"Opel Mokka 1.4 Turbo ecoFLEX Start/Stop 4x4 Color Innovation","42 800","118 811 km","Benzyna","Manualna","2016","Wielkopolskie"
"Opel Mokka X 1.4 T Elite S&S 4x4","52 900","70 600 km","Benzyna","Manualna","2017","Kujawsko-pomorskie"
"Opel Astra IV 1.4 T Cosmo EU6","18 500","267 000 km","Benzyna","Manualna","2013","Wielkopolskie"
"Opel Astra III 1.9 CDTI","7 500","274 000 km","Diesel","Manualna","2006","Wielkopolskie"
"Opel Insignia 1.4 T Edition S&S","20 999","269 294 km","Benzyna","Manualna","2013","Dolnośląskie"
"Opel Insignia 2.0 CDTI Sports Tourer Cosmo","28 999","222 875 km","Diesel","Manualna","2013","Śląskie"
"Opel Insignia 1.8 Elegance","22 900","172 250 km","Benzyna","Manualna","2011","Wielkopolskie"
"Opel Astra IV 1.6 T Cosmo","19 500","230 000 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Astra 1.0 Turbo Start/Stop Active","22 600","160 000 km","Benzyna","Manualna","2016","Kujawsko-pomorskie"
"Opel Astra 1.6 BiTurbo D (CDTI) Start/Stop Innovation","34 900","228 000 km","Diesel","Manualna","2016","Śląskie"
"Opel Corsa 1.2 Start/Stop Edition","39 500","29 200 km","Benzyna","Manualna","2022","Lubuskie"
"Opel Astra 1.4 Turbo Start/Stop Innovation","40 900","184 374 km","Benzyna","Manualna","2016","Warmińsko-mazurskie"
"Opel Zafira 1.6 ECOFLEX Edition 111 Jahre","11 500","250 000 km","Benzyna","Manualna","2010","Łódzkie"
"Opel Astra","6 999","172 000 km","Benzyna","Manualna","2004","Kujawsko-pomorskie"
"Opel Astra V 1.2 T Edition S&S","46 000","68 200 km","Benzyna","Manualna","2019","Podkarpackie"
"Opel Grandland X 1.6 D Start/Stop Automatik INNOVATION","52 900","164 569 km","Diesel","Automatyczna","2018","Mazowieckie"
"Opel Zafira 1.8","22 000","233 043 km","Benzyna","Manualna","2012","Mazowieckie"
"Opel Signum 1.8 Elegance","10 000","284 791 km","Benzyna","Manualna","2007","Zachodniopomorskie"
"Opel Insignia Sports Tourer 2.0 Direct Inj Trb 4x4 Ultimate Exclusive","61 900","92 000 km","Benzyna","Automatyczna","2017","Mazowieckie"
"Opel Zafira","31 700","193 500 km","Benzyna","Manualna","2014","Wielkopolskie"
"Opel Astra 2.0 CDTI ecoFLEX Start/Stop Exklusiv","22 900","160 728 km","Diesel","Manualna","2014","Podlaskie"
"Opel Insignia 2.0 CDTI Edition","19 450","165 000 km","Diesel","Manualna","2011","Mazowieckie"
"Opel Corsa 1.2 16V Color Edition","25 000","117 500 km","Benzyna","Manualna","2016","Lubuskie"
"Opel Astra 1.4 Turbo Sports Tourer Automatik","24 900","169 000 km","Benzyna+LPG","Automatyczna","2013","Mazowieckie"
"Opel Corsa","27 500","158 000 km","Benzyna","Manualna","2018","Małopolskie"
"Opel Grandland X 1.2 T GPF Elegance S&S","60 900","52 000 km","Benzyna","Manualna","2020","Wielkopolskie"
"Opel Corsa 1.2 16V Comfort","3 850","153 200 km","Benzyna","Manualna","2003","Wielkopolskie"
"Opel Astra IV 1.6 CDTI Cosmo","19 900","286 360 km","Diesel","Manualna","2014","Świętokrzyskie"
"Opel Meriva 1.4 T Essentia","22 900","107 000 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Combo Tour Van 1.6 CDTI L2H1","21 900","367 000 km","Diesel","Manualna","2014","Śląskie"
"Opel Crossland X 1.5 CDTI Eco 120 Lat S&S","43 500","77 500 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Astra V 1.6 CDTI Elite S&S","29 000","175 858 km","Diesel","Manualna","2017","Wielkopolskie"
"Opel Corsa 1.0 12V Comfort","2 850","163 000 km","Benzyna","Manualna","2002","Wielkopolskie"
"Opel Grandland X 1.2 Start/Stop Automatik Ultimate","51 200","96 000 km","Benzyna","Automatyczna","2019","Śląskie"
"Opel Mokka 1.2 DI Turbo Edition","66 900","28 565 km","Benzyna","Manualna","2021","Wielkopolskie"
"Opel Astra","5 999","216 000 km","Diesel","Manualna","2006","Małopolskie"
"Opel Corsa 1.4 Enjoy","22 000","249 299 km","Benzyna+LPG","Manualna","2017","Mazowieckie"
"Opel Mokka 1.7 CDTI Cosmo S&S 4x4","31 000","248 000 km","Diesel","Manualna","2014","Zachodniopomorskie"
